代號,名稱,市場,,,,,,,,,,,,,PER,PBR,1個月走勢圖,3個月走勢圖,1年走勢圖,3年走勢圖,10年走勢圖
3413,京鼎,市,,,,,,,,,,,,,14.1,2.36,,,,,
3416,融程電,市,,,,,,,,,,,,,24,3.88,,,,,
3419,譁裕,市,,,,,,,,,,,,,,1.82,,,,,
3432,台端,市,,,,,,,,,,,,,,2.22,,,,,
3437,榮創,市,,,,,,,,,,,,,,1.37,,,,,
3443,創意,市,,,,,,,,,,,,,49.3,15.7,,,,,
3447,展達,市,,,,,,,,,,,,,,4.5,,,,,
3450,聯鈞,市,,,,,,,,,,,,,139,8.87,,,,,
3454,晶睿,市,,,,,,,,,,,,,52.3,3.24,,,,,
3481,群創,市,,,,,,,,,,,,,,0.57,,,,,
3494,誠研,市,,,,,,,,,,,,,,2.8,,,,,
3501,維熹,市,,,,,,,,,,,,,12.7,1.1,,,,,
3504,揚明光,市,,,,,,,,,,,,,,2.33,,,,,
3515,華擎,市,,,,,,,,,,,,,24.4,3.56,,,,,
3518,柏騰,市,,,,,,,,,,,,,,1.76,,,,,
3528,安馳,市,,,,,,,,,,,,,13.6,1.82,,,,,
3530,晶相光,市,,,,,,,,,,,,,,2.81,,,,,
3532,台勝科,市,,,,,,,,,,,,,28.4,1.8,,,,,
3533,嘉澤,市,,,,,,,,,,,,,28.6,6.62,,,,,
3535,晶彩科,市,,,,,,,,,,,,,165,3.43,,,,,
3543,州巧,市,,,,,,,,,,,,,,0.74,,,,,
3545,敦泰,市,,,,,,,,,,,,,39.6,1.96,,,,,
3550,聯穎,市,,,,,,,,,,,,,,1.15,,,,,
3557,嘉威,市,,,,,,,,,,,,,11.6,2.38,,,,,
3563,牧德,市,,,,,,,,,,,,,196,5.23,,,,,
3576,聯合再生,市,,,,,,,,,,,,,,1.54,,,,,
3583,辛耘,市,,,,,,,,,,,,,41.5,7.57,,,,,
3588,通嘉,市,,,,,,,,,,,,,32.2,2.52,,,,,
3591,艾笛森,市,,,,,,,,,,,,,34.7,1.31,,,,,
3592,瑞鼎,市,,,,,,,,,,,,,14,2.5,,,,,
3593,力銘,市,,,,,,,,,,,,,,1.97,,,,,
3596,智易,市,,,,,,,,,,,,,15.3,2.55,,,,,
3605,宏致,市,,,,,,,,,,,,,68,1.29,,,,,
3607,谷崧,市,,,,,,,,,,,,,,1.44,,,,,
3617,碩天,市,,,,,,,,,,,,,17.4,3.76,,,,,
3622,洋華,市,,,,,,,,,,,,,14.1,1.49,,,,,
3645,達邁,市,,,,,,,,,,,,,44,1.93,,,,,
3652,精聯,市,,,,,,,,,,,,,46.3,1.58,,,,,
3653,健策,市,,,,,,,,,,,,,76.1,16.1,,,,,
3661,世芯-KY,市,,,,,,,,,,,,,35.3,5.8,,,,,
3665,貿聯-KY,市,,,,,,,,,,,,,35.7,3.92,,,,,
3669,圓展,市,,,,,,,,,,,,,19,1.13,,,,,
3673,TPK-KY,市,,,,,,,,,,,,,24.9,0.43,,,,,
3679,新至陞,市,,,,,,,,,,,,,14.8,1.8,,,,,
3686,達能,市,,,,,,,,,,,,,,2.28,,,,,
3694,海華,市,,,,,,,,,,,,,22.1,2.65,,,,,
3701,大眾控,市,,,,,,,,,,,,,1298,1.93,,,,,
3702,大聯大,市,,,,,,,,,,,,,12.9,1.52,,,,,
3702A,大聯大甲特,市,,,,,,,,,,,,,,,,,,,
3703,欣陸,市,,,,,,,,,,,,,14.1,0.89,,,,,
3704,合勤控,市,,,,,,,,,,,,,51.4,1.65,,,,,
3705,永信,市,,,,,,,,,,,,,14.5,1.95,,,,,
3706,神達,市,,,,,,,,,,,,,32.3,1.76,,,,,
3708,上緯投控,市,,,,,,,,,,,,,51.1,1.31,,,,,
3711,日月光投控,市,,,,,,,,,,,,,21.2,2.24,,,,,
3712,永崴投控,市,,,,,,,,,,,,,15.2,1.65,,,,,
3714,富采,市,,,,,,,,,,,,,,0.77,,,,,
3715,定穎投控,市,,,,,,,,,,,,,15.4,2.25,,,,,
3716,中化控股,市,,,,,,,,,,,,,,0.75,,,,,
4104,佳醫,市,,,,,,,,,,,,,18.5,1.62,,,,,
4106,雃博,市,,,,,,,,,,,,,26.5,1.04,,,,,
4108,懷特,市,,,,,,,,,,,,,,1.77,,,,,
4119,旭富,市,,,,,,,,,,,,,24,2.14,,,,,
4133,亞諾法,市,,,,,,,,,,,,,29.8,1.35,,,,,
4137,麗豐-KY,市,,,,,,,,,,,,,13.2,1.73,,,,,
4142,國光生,市,,,,,,,,,,,,,,1.72,,,,,
4148,全宇生技-KY,市,,,,,,,,,,,,,31.8,1.23,,,,,
4155,訊映,市,,,,,,,,,,,,,137,1.32,,,,,
4164,承業醫,市,,,,,,,,,,,,,21.3,1.1,,,,,
4190,佐登-KY,市,,,,,,,,,,,,,,1.58,,,,,
4306,炎洲,市,,,,,,,,,,,,,11.2,0.9,,,,,
4414,如興,市,,,,,,,,,,,,,,0.79,,,,,
4426,利勤,市,,,,,,,,,,,,,,0.91,,,,,
4438,廣越,市,,,,,,,,,,,,,28.3,1.28,,,,,
4439,冠星-KY,市,,,,,,,,,,,,,24.6,1.15,,,,,
4440,宜新實業,市,,,,,,,,,,,,,14.9,1.27,,,,,
4526,東台,市,,,,,,,,,,,,,,1.62,,,,,
4532,瑞智,市,,,,,,,,,,,,,14.8,1.28,,,,,
4536,拓凱,市,,,,,,,,,,,,,13.7,2.15,,,,,
4540,全球傳動,市,,,,,,,,,,,,,,1.29,,,,,
4545,銘鈺,市,,,,,,,,,,,,,25.5,2.02,,,,,
4551,智伸科,市,,,,,,,,,,,,,22.7,1.61,,,,,
4552,力達-KY,市,,,,,,,,,,,,,12,0.48,,,,,
4555,氣立,市,,,,,,,,,,,,,,0.93,,,,,
4557,永新-KY,市,,,,,,,,,,,,,14.6,2.69,,,,,
4560,強信-KY,市,,,,,,,,,,,,,21.2,1.26,,,,,
4562,穎漢,市,,,,,,,,,,,,,,5.62,,,,,
4564,元翎,市,,,,,,,,,,,,,,1.11,,,,,
4566,時碩工業,市,,,,,,,,,,,,,28,1.64,,,,,
4569,六方科-KY,市,,,,,,,,,,,,,34.2,2.28,,,,,
4571,鈞興-KY,市,,,,,,,,,,,,,21.4,3.14,,,,,
4572,駐龍,市,,,,,,,,,,,,,23.2,2.99,,,,,
4576,大銀微系統,市,,,,,,,,,,,,,498,3.77,,,,,
4581,光隆精密-KY,市,,,,,,,,,,,,,11.1,1.68,,,,,
4583,台灣精銳,市,,,,,,,,,,,,,52.2,5.39,,,,,
4588,玖鼎電力,市,,,,,,,,,,,,,22.9,4.07,,,,,
4720,德淵,市,,,,,,,,,,,,,17,1.36,,,,,
4722,國精化,市,,,,,,,,,,,,,19.8,1.51,,,,,
4736,泰博,市,,,,,,,,,,,,,15.9,1.63,,,,,
4737,華廣,市,,,,,,,,,,,,,,2.26,,,,,
4739,康普,市,,,,,,,,,,,,,61.3,1.31,,,,,
4746,台耀,市,,,,,,,,,,,,,23.4,1.19,,,,,
4755,三福化,市,,,,,,,,,,,,,31.8,3.22,,,,,
4763,材料-KY,市,,,,,,,,,,,,,12,6.69,,,,,
4764,雙鍵,市,,,,,,,,,,,,,,1.75,,,,,
4766,南寶,市,,,,,,,,,,,,,15.1,2.89,,,,,
4770,上品,市,,,,,,,,,,,,,15.2,3.24,,,,,
4771,望隼,市,,,,,,,,,,,,,14.7,3.09,,,,,
4807,日成-KY,市,,,,,,,,,,,,,,1.01,,,,,
4904,遠傳,市,,,,,,,,,,,,,26.8,3.69,,,,,
4906,正文,市,,,,,,,,,,,,,42.7,1.21,,,,,
4912,聯德控股-KY,市,,,,,,,,,,,,,18.7,2.16,,,,,
4915,致伸,市,,,,,,,,,,,,,13.9,2.03,,,,,
4916,事欣科,市,,,,,,,,,,,,,,1.57,,,,,
4919,新唐,市,,,,,,,,,,,,,42.1,2.58,,,,,
4927,泰鼎-KY,市,,,,,,,,,,,,,,1.16,,,,,
4930,燦星網,市,,,,,,,,,,,,,12.1,0.75,,,,,
4934,太極,市,,,,,,,,,,,,,,1.58,,,,,
4935,茂林-KY,市,,,,,,,,,,,,,18.9,0.97,,,,,
4938,和碩,市,,,,,,,,,,,,,13.8,1.27,,,,,
4942,嘉彰,市,,,,,,,,,,,,,11.5,0.67,,,,,
4943,康控-KY,市,,,,,,,,,,,,,,4.2,,,,,
4949,有成精密,市,,,,,,,,,,,,,,1.04,,,,,
4952,凌通,市,,,,,,,,,,,,,23.1,2.64,,,,,
4956,光鋐,市,,,,,,,,,,,,,,2.19,,,,,
4958,臻鼎-KY,市,,,,,,,,,,,,,13.3,1.08,,,,,
4960,誠美材,市,,,,,,,,,,,,,,0.83,,,,,
4961,天鈺,市,,,,,,,,,,,,,14.5,1.67,,,,,
4967,十銓,市,,,,,,,,,,,,,8.67,1.86,,,,,
4968,立積,市,,,,,,,,,,,,,360,8.16,,,,,
4976,佳凌,市,,,,,,,,,,,,,,2.08,,,,,
4977,眾達-KY,市,,,,,,,,,,,,,145,2.92,,,,,
4989,榮科,市,,,,,,,,,,,,,,1.3,,,,,
4994,傳奇,市,,,,,,,,,,,,,28.7,6.28,,,,,
4999,鑫禾,市,,,,,,,,,,,,,214,0.74,,,,,
5007,三星,市,,,,,,,,,,,,,14.8,2.32,,,,,
5203,訊連,市,,,,,,,,,,,,,28.4,1.49,,,,,
5215,科嘉-KY,市,,,,,,,,,,,,,14.5,0.85,,,,,
5222,全訊,市,,,,,,,,,,,,,23.3,4.35,,,,,
5225,東科-KY,市,,,,,,,,,,,,,10.1,2.76,,,,,
5234,達興材料,市,,,,,,,,,,,,,43.2,6.97,,,,,
5243,乙盛-KY,市,,,,,,,,,,,,,23.9,1.55,,,,,
5244,弘凱,市,,,,,,,,,,,,,22.3,2.09,,,,,
5258,虹堡,市,,,,,,,,,,,,,13.4,2.37,,,,,
5269,祥碩,市,,,,,,,,,,,,,38.8,4.52,,,,,
5283,禾聯碩,市,,,,,,,,,,,,,15.9,1.78,,,,,
5284,jpp-KY,市,,,,,,,,,,,,,,3.73,,,,,
5285,界霖,市,,,,,,,,,,,,,27.9,1.82,,,,,
5288,豐祥-KY,市,,,,,,,,,,,,,12.5,2.37,,,,,
5292,華懋,市,,,,,,,,,,,,,17.9,4.06,,,,,
5306,桂盟,市,,,,,,,,,,,,,18.5,1.87,,,,,
5388,中磊,市,,,,,,,,,,,,,13.5,2.14,,,,,
5434,崇越,市,,,,,,,,,,,,,16.9,3.42,,,,,
5469,瀚宇博,市,,,,,,,,,,,,,10.9,0.79,,,,,
5471,松翰,市,,,,,,,,,,,,,38.5,2.06,,,,,
5484,慧友,市,,,,,,,,,,,,,,6.74,,,,,
5515,建國,市,,,,,,,,,,,,,11.8,1.19,,,,,
5519,隆大,市,,,,,,,,,,,,,8.68,1.51,,,,,
5521,工信,市,,,,,,,,,,,,,189,1.04,,,,,
5522,遠雄,市,,,,,,,,,,,,,11.5,1.18,,,,,
5525,順天,市,,,,,,,,,,,,,31.3,1.95,,,,,
5531,鄉林,市,,,,,,,,,,,,,,1.13,,,,,
5533,皇鼎,市,,,,,,,,,,,,,14.6,0.63,,,,,
5534,長虹,市,,,,,,,,,,,,,12.2,1.36,,,,,
5538,東明-KY,市,,,,,,,,,,,,,18.9,0.98,,,,,
5546,永固-KY,市,,,,,,,,,,,,,,1.09,,,,,
5607,遠雄港,市,,,,,,,,,,,,,27,1.67,,,,,
5608,四維航,市,,,,,,,,,,,,,,0.7,,,,,
5706,鳳凰,市,,,,,,,,,,,,,17.3,3.2,,,,,
5871,中租-KY,市,,,,,,,,,,,,,8.39,1.33,,,,,
5871A,中租-KY甲特,市,,,,,,,,,,,,,,,,,,,
5876,上海商銀,市,,,,,,,,,,,,,18.3,1,,,,,
5880,合庫金,市,,,,,,,,,,,,,20.8,1.52,,,,,
5906,台南-KY,市,,,,,,,,,,,,,25.5,2.66,,,,,
5907,大洋-KY,市,,,,,,,,,,,,,,0.51,,,,,
6005,群益證,市,,,,,,,,,,,,,10.8,1.2,,,,,
6024,群益期,市,,,,,,,,,,,,,10.5,1.69,,,,,
6108,競國,市,,,,,,,,,,,,,8.52,0.67,,,,,
6112,邁達特,市,,,,,,,,,,,,,36.5,2.66,,,,,
6115,鎰勝,市,,,,,,,,,,,,,18,1.91,,,,,
6116,彩晶,市,,,,,,,,,,,,,,0.69,,,,,
6117,迎廣,市,,,,,,,,,,,,,25.5,5.19,,,,,
6120,達運,市,,,,,,,,,,,,,44.8,0.95,,,,,
6128,上福,市,,,,,,,,,,,,,11.2,1.08,,,,,
6133,金橋,市,,,,,,,,,,,,,64.9,2.19,,,,,
6136,富爾特,市,,,,,,,,,,,,,32.3,0.72,,,,,
6139,亞翔,市,,,,,,,,,,,,,13.2,4.13,,,,,
6141,柏承,市,,,,,,,,,,,,,,1.27,,,,,
6142,友勁,市,,,,,,,,,,,,,,1.26,,,,,
6152,百一,市,,,,,,,,,,,,,,1.48,,,,,
6153,嘉聯益,市,,,,,,,,,,,,,,0.92,,,,,
6155,鈞寶,市,,,,,,,,,,,,,38.5,1.45,,,,,
6164,華興,市,,,,,,,,,,,,,70.2,1.31,,,,,
6165,浪凡,市,,,,,,,,,,,,,44.5,2.52,,,,,
6166,凌華,市,,,,,,,,,,,,,,3.21,,,,,
6168,宏齊,市,,,,,,,,,,,,,247,1.49,,,,,
6176,瑞儀,市,,,,,,,,,,,,,15.1,2.5,,,,,
6177,達麗,市,,,,,,,,,,,,,9.82,2.31,,,,,
6183,關貿,市,,,,,,,,,,,,,25.4,4.78,,,,,
6184,大豐電,市,,,,,,,,,,,,,14.6,1.7,,,,,
6189,豐藝,市,,,,,,,,,,,,,15.6,3.06,,,,,
6191,精成科,市,,,,,,,,,,,,,8.53,1.19,,,,,
6192,巨路,市,,,,,,,,,,,,,12.3,1.54,,,,,
6196,帆宣,市,,,,,,,,,,,,,17.7,2.63,,,,,
6197,佳必琪,市,,,,,,,,,,,,,19.2,4.8,,,,,
6201,亞弘電,市,,,,,,,,,,,,,13.2,1.89,,,,,
6202,盛群,市,,,,,,,,,,,,,,3.17,,,,,
6205,詮欣,市,,,,,,,,,,,,,29.9,2.34,,,,,
6206,飛捷,市,,,,,,,,,,,,,14.2,2.51,,,,,
6209,今國光,市,,,,,,,,,,,,,,1.51,,,,,
6213,聯茂,市,,,,,,,,,,,,,30.3,1.38,,,,,
6214,精誠,市,,,,,,,,,,,,,21.2,2.46,,,,,
6215,和椿,市,,,,,,,,,,,,,37.1,3.2,,,,,
6216,居易,市,,,,,,,,,,,,,17.1,2.17,,,,,
6224,聚鼎,市,,,,,,,,,,,,,37.4,2.46,,,,,
6225,天瀚,市,,,,,,,,,,,,,55.7,5.15,,,,,
6226,光鼎,市,,,,,,,,,,,,,,0.96,,,,,
6230,尼得科超眾,市,,,,,,,,,,,,,187,3.1,,,,,
6235,華孚,市,,,,,,,,,,,,,19.3,3.17,,,,,
6239,力成,市,,,,,,,,,,,,,9.83,1.65,,,,,
6243,迅杰,市,,,,,,,,,,,,,148,2.93,,,,,
6257,矽格,市,,,,,,,,,,,,,14.6,1.75,,,,,
6269,台郡,市,,,,,,,,,,,,,53.5,0.87,,,,,
6271,同欣電,市,,,,,,,,,,,,,15.2,1.09,,,,,
6277,宏正,市,,,,,,,,,,,,,20.1,2,,,,,
6278,台表科,市,,,,,,,,,,,,,10.7,1.44,,,,,
6281,全國電,市,,,,,,,,,,,,,18,2.95,,,,,
6282,康舒,市,,,,,,,,,,,,,,1.26,,,,,
6283,淳安,市,,,,,,,,,,,,,,2.55,,,,,
6285,啟碁,市,,,,,,,,,,,,,17.3,1.89,,,,,
6288,聯嘉,市,,,,,,,,,,,,,86.6,1.87,,,,,
6405,悅城,市,,,,,,,,,,,,,,1.02,,,,,
6409,旭隼,市,,,,,,,,,,,,,39.6,18.8,,,,,
6412,群電,市,,,,,,,,,,,,,14.9,3.48,,,,,
6414,樺漢,市,,,,,,,,,,,,,18.7,1.81,,,,,
6415,矽力*-KY,市,,,,,,,,,,,,,105,4.78,,,,,
6416,瑞祺電通,市,,,,,,,,,,,,,28,2.44,,,,,
6423,億而得-創,市,,,,,,,,,,,,,90.7,4.99,,,,,
6426,統新,市,,,,,,,,,,,,,,4.22,,,,,
6431,光麗-KY,市,,,,,,,,,,,,,,2.1,,,,,
6438,迅得,市,,,,,,,,,,,,,38.7,3.56,,,,,
6442,光聖,市,,,,,,,,,,,,,57,12.2,,,,,
6443,元晶,市,,,,,,,,,,,,,62.7,1.41,,,,,
6446,藥華藥,市,,,,,,,,,,,,,106,7.54,,,,,
6449,鈺邦,市,,,,,,,,,,,,,31.1,3.52,,,,,
6451,訊芯-KY,市,,,,,,,,,,,,,148,3.98,,,,,
6456,GIS-KY,市,,,,,,,,,,,,,,0.57,,,,,
6464,台數科,市,,,,,,,,,,,,,14.7,1.29,,,,,
6472,保瑞,市,,,,,,,,,,,,,21.4,7.16,,,,,
6477,安集,市,,,,,,,,,,,,,,1.19,,,,,
6491,晶碩,市,,,,,,,,,,,,,14.2,2.68,,,,,
6504,南六,市,,,,,,,,,,,,,323,1.38,,,,,
6505,台塑化,市,,,,,,,,,,,,,62,1.22,,,,,
6515,穎崴,市,,,,,,,,,,,,,46.4,9.32,,,,,
6525,捷敏-KY,市,,,,,,,,,,,,,15.5,2.09,,,,,
6526,達發,市,,,,,,,,,,,,,50.9,6.3,,,,,
6531,愛普*,市,,,,,,,,,,,,,35.6,4.53,,,,,
6533,晶心科,市,,,,,,,,,,,,,,4.15,,,,,
6534,正瀚-創,市,,,,,,,,,,,,,22,3.21,,,,,
6541,泰福-KY,市,,,,,,,,,,,,,,9.93,,,,,
6550,北極星藥業-KY,市,,,,,,,,,,,,,,6.22,,,,,
6552,易華電,市,,,,,,,,,,,,,,1.08,,,,,
6558,興能高,市,,,,,,,,,,,,,,2.83,,,,,
6573,虹揚-KY,市,,,,,,,,,,,,,,2.06,,,,,
6579,研揚,市,,,,,,,,,,,,,21.6,2.19,,,,,
6581,鋼聯,市,,,,,,,,,,,,,17.3,3.12,,,,,
6582,申豐,市,,,,,,,,,,,,,560,1.05,,,,,
6585,鼎基,市,,,,,,,,,,,,,14.4,2.71,,,,,
6591,動力-KY,市,,,,,,,,,,,,,17.7,1.09,,,,,
6592,和潤企業,市,,,,,,,,,,,,,14.9,1.63,,,,,
6592A,和潤企業甲特,市,,,,,,,,,,,,,,,,,,,
6592B,和潤企業乙特,市,,,,,,,,,,,,,,,,,,,
6598,ABC-KY,市,,,,,,,,,,,,,,2.52,,,,,
6605,帝寶,市,,,,,,,,,,,,,13.4,2.18,,,,,
6606,建德工業,市,,,,,,,,,,,,,29.5,1.73,,,,,
6625,必應,市,,,,,,,,,,,,,15.3,4.68,,,,,
6641,基士德-KY,市,,,,,,,,,,,,,15.4,0.85,,,,,
6645,金萬林-創,市,,,,,,,,,,,,,,2.72,,,,,
6655,科定,市,,,,,,,,,,,,,26.8,4.38,,,,,
6657,華安,市,,,,,,,,,,,,,,6.52,,,,,
6658,聯策,市,,,,,,,,,,,,,383,2.34,,,,,
6666,羅麗芬-KY,市,,,,,,,,,,,,,28,1.52,,,,,
6668,中揚光,市,,,,,,,,,,,,,,2.46,,,,,
6669,緯穎,市,,,,,,,,,,,,,22.3,5.61,,,,,
6670,復盛應用,市,,,,,,,,,,,,,13,3.19,,,,,
6671,三能-KY,市,,,,,,,,,,,,,14.1,1.45,,,,,
6672,騰輝電子-KY,市,,,,,,,,,,,,,13.2,1.43,,,,,
6674,鋐寶科技,市,,,,,,,,,,,,,,1.7,,,,,
6689,伊雲谷,市,,,,,,,,,,,,,41.5,2.61,,,,,
6691,洋基工程,市,,,,,,,,,,,,,20.2,6.25,,,,,
6695,芯鼎,市,,,,,,,,,,,,,,3.71,,,,,
6698,旭暉應材,市,,,,,,,,,,,,,,2.16,,,,,
6706,惠特,市,,,,,,,,,,,,,,3.57,,,,,
6715,嘉基,市,,,,,,,,,,,,,32.9,3.39,,,,,
6719,力智,市,,,,,,,,,,,,,90.1,1.82,,,,,
6742,澤米,市,,,,,,,,,,,,,,3,,,,,
6743,安普新,市,,,,,,,,,,,,,20.4,2.36,,,,,
6753,龍德造船,市,,,,,,,,,,,,,13.9,3.3,,,,,
6754,匯僑設計,市,,,,,,,,,,,,,11,1.98,,,,,
6756,威鋒電子,市,,,,,,,,,,,,,66.9,3.39,,,,,
6757,台灣虎航,市,,,,,,,,,,,,,12.1,5.33,,,,,
6768,志強-KY,市,,,,,,,,,,,,,21.3,1.94,,,,,
6770,力積電,市,,,,,,,,,,,,,,0.78,,,,,
6771,平和環保-創,市,,,,,,,,,,,,,13.6,2.18,,,,,
6776,展碁國際,市,,,,,,,,,,,,,12.8,2.27,,,,,
6781,AES-KY,市,,,,,,,,,,,,,45.6,6.3,,,,,
6782,視陽,市,,,,,,,,,,,,,20.1,3.31,,,,,
6789,采鈺,市,,,,,,,,,,,,,71.3,4.95,,,,,
6790,永豐實,市,,,,,,,,,,,,,13.3,2.19,,,,,
6792,詠業,市,,,,,,,,,,,,,35.8,2.02,,,,,
6794,向榮生技-創,市,,,,,,,,,,,,,,5.92,,,,,
6796,晉弘,市,,,,,,,,,,,,,,4.16,,,,,
6799,來頡,市,,,,,,,,,,,,,27.9,2.86,,,,,
6805,富世達,市,,,,,,,,,,,,,72.4,13.9,,,,,
6806,森崴能源,市,,,,,,,,,,,,,34.9,2.31,,,,,
6807,峰源-KY,市,,,,,,,,,,,,,11.1,1.82,,,,,
6830,汎銓,市,,,,,,,,,,,,,69.6,2.82,,,,,
6834,天二科技,市,,,,,,,,,,,,,249,1.97,,,,,
6835,圓裕,市,,,,,,,,,,,,,13,1.7,,,,,
6838,台新藥,市,,,,,,,,,,,,,,3.79,,,,,
6854,錼創科技-KY創,市,,,,,,,,,,,,,,8.31,,,,,
6861,睿生光電,市,,,,,,,,,,,,,21.9,1.92,,,,,
6862,三集瑞-KY,市,,,,,,,,,,,,,20.1,5.11,,,,,
6863,永道-KY,市,,,,,,,,,,,,,23.6,2.94,,,,,
6869,雲豹能源,市,,,,,,,,,,,,,82.9,4.34,,,,,
6873,泓德能源,市,,,,,,,,,,,,,21.6,3.24,,,,,
6890,來億-KY,市,,,,,,,,,,,,,28.6,4.27,,,,,
6901,鑽石投資,市,,,,,,,,,,,,,,2.89,,,,,
6902,GOGOLOOK-創,市,,,,,,,,,,,,,,10.6,,,,,
6906,現觀科,市,,,,,,,,,,,,,52.7,6.57,,,,,
6914,阜爾運通,市,,,,,,,,,,,,,16.3,2.41,,,,,
6916,華凌,市,,,,,,,,,,,,,156,1.49,,,,,
6919,康霈*,市,,,,,,,,,,,,,,8.99,,,,,
6923,中台,市,,,,,,,,,,,,,18.3,3.04,,,,,
6924,榮惠-KY創,市,,,,,,,,,,,,,,4.03,,,,,
6928,攸泰科技,市,,,,,,,,,,,,,,2.32,,,,,
6933,AMAX-KY,市,,,,,,,,,,,,,63.3,5,,,,,
6937,天虹,市,,,,,,,,,,,,,62.1,7.78,,,,,
6949,沛爾生醫-創,市,,,,,,,,,,,,,,3.98,,,,,
6951,青新-創,市,,,,,,,,,,,,,18.1,3.58,,,,,
6952,大武山,市,,,,,,,,,,,,,25.1,1.97,,,,,
6955,邦睿生技-創,市,,,,,,,,,,,,,52.3,9.05,,,,,
6957,裕慶-KY,市,,,,,,,,,,,,,24,4.39,,,,,
6958,日盛台駿,市,,,,,,,,,,,,,21.4,0.98,,,,,
6962,ITH-KY,市,,,,,,,,,,,,,,1.39,,,,,
6969,成信實業*-創,市,,,,,,,,,,,,,,5.48,,,,,
6988,威力暘-創,市,,,,,,,,,,,,,50.3,1.58,,,,,
7705,三商餐飲,市,,,,,,,,,,,,,21.3,3.52,,,,,
7722,LINEPAY,市,,,,,,,,,,,,,50.3,5.06,,,,,
8011,台通,市,,,,,,,,,,,,,33.5,1.45,,,,,
8016,矽創,市,,,,,,,,,,,,,13.5,2.23,,,,,
8021,尖點,市,,,,,,,,,,,,,24.7,1.06,,,,,
8028,昇陽半導體,市,,,,,,,,,,,,,78.8,5.91,,,,,
8033,雷虎,市,,,,,,,,,,,,,215,6.62,,,,,
8039,台虹,市,,,,,,,,,,,,,17.5,1.15,,,,,
8046,南電,市,,,,,,,,,,,,,82,1.63,,,,,
8070,長華*,市,,,,,,,,,,,,,25.6,1.97,,,,,
8072,陞泰,市,,,,,,,,,,,,,32.2,0.92,,,,,
8081,致新,市,,,,,,,,,,,,,14.2,2.79,,,,,
8101,華冠,市,,,,,,,,,,,,,,8.32,,,,,
8103,瀚荃,市,,,,,,,,,,,,,15.9,1.21,,,,,
8104,錸寶,市,,,,,,,,,,,,,473,2.1,,,,,
8105,凌巨,市,,,,,,,,,,,,,,0.9,,,,,
8110,華東,市,,,,,,,,,,,,,51.8,0.76,,,,,
8112,至上,市,,,,,,,,,,,,,13.1,2.01,,,,,
8112A,至上甲特,市,,,,,,,,,,,,,,,,,,,
8114,振樺電,市,,,,,,,,,,,,,40.1,6.37,,,,,
8131,福懋科,市,,,,,,,,,,,,,17.6,1.2,,,,,
8150,南茂,市,,,,,,,,,,,,,14,0.94,,,,,
8162,微矽電子-創,市,,,,,,,,,,,,,33.9,2,,,,,
8163,達方,市,,,,,,,,,,,,,18.4,1.15,,,,,
8201,無敵,市,,,,,,,,,,,,,,2.18,,,,,
8210,勤誠,市,,,,,,,,,,,,,18.6,5.67,,,,,
8213,志超,市,,,,,,,,,,,,,11.7,0.64,,,,,
8215,明基材,市,,,,,,,,,,,,,57.5,1.91,,,,,
8222,寶一,市,,,,,,,,,,,,,38,2.99,,,,,
8249,菱光,市,,,,,,,,,,,,,20.1,1.22,,,,,
8261,富鼎,市,,,,,,,,,,,,,25.8,2.13,,,,,
8271,宇瞻,市,,,,,,,,,,,,,15.2,1.41,,,,,
8341,日友,市,,,,,,,,,,,,,25.9,2.29,,,,,
8367,建新國際,市,,,,,,,,,,,,,12.4,1.34,,,,,
8374,羅昇,市,,,,,,,,,,,,,936,7.41,,,,,
8404,百和興業-KY,市,,,,,,,,,,,,,85.8,1.89,,,,,
8411,福貞-KY,市,,,,,,,,,,,,,,0.5,,,,,
8422,可寧衛,市,,,,,,,,,,,,,19.2,3.24,,,,,
8429,金麗-KY,市,,,,,,,,,,,,,332,0.39,,,,,
8438,昶昕,市,,,,,,,,,,,,,15.3,1.3,,,,,
8442,威宏-KY,市,,,,,,,,,,,,,10.1,1.95,,,,,
8443,阿瘦,市,,,,,,,,,,,,,,1.01,,,,,
8454,富邦媒,市,,,,,,,,,,,,,25.9,10.1,,,,,
8462,柏文,市,,,,,,,,,,,,,30.5,4.79,,,,,
8463,潤泰材,市,,,,,,,,,,,,,22.3,1.59,,,,,
8464,億豐,市,,,,,,,,,,,,,18.4,4.61,,,,,
8466,美吉吉-KY,市,,,,,,,,,,,,,50.9,1.09,,,,,
8467,波力-KY,市,,,,,,,,,,,,,31.3,6.18,,,,,
8473,山林水,市,,,,,,,,,,,,,31.5,0.96,,,,,
8476,台境*,市,,,,,,,,,,,,,13.1,2.08,,,,,
8478,東哥遊艇,市,,,,,,,,,,,,,12.4,2.66,,,,,
8481,政伸,市,,,,,,,,,,,,,21.8,2.04,,,,,
8482,商億-KY,市,,,,,,,,,,,,,21.8,2,,,,,
8487,愛爾達-創,市,,,,,,,,,,,,,10.5,2.87,,,,,
8488,吉源-KY,市,,,,,,,,,,,,,,0.45,,,,,
8499,鼎炫-KY,市,,,,,,,,,,,,,13.7,0.63,,,,,
8926,台汽電,市,,,,,,,,,,,,,26.9,2.07,,,,,
8940,新天地,市,,,,,,,,,,,,,98,2.49,,,,,
8996,高力,市,,,,,,,,,,,,,57.6,9.59,,,,,
9103,美德醫療-DR,市,,,,,,,,,,,,,,,,,,,
