代號,名稱,市場,,,,,,,,,,,,,PER,PBR,1個月走勢圖,3個月走勢圖,1年走勢圖,3年走勢圖,10年走勢圖
1817,凱撒衛,市,,,,,,,,,,,,,9.82,1.46,,,,,
1903,士紙,市,,,,,,,,,,,,,,2.39,,,,,
1904,正隆,市,,,,,,,,,,,,,25,0.81,,,,,
1905,華紙,市,,,,,,,,,,,,,224,1.22,,,,,
1906,寶隆,市,,,,,,,,,,,,,,0.53,,,,,
1907,永豐餘,市,,,,,,,,,,,,,32.2,0.76,,,,,
1909,榮成,市,,,,,,,,,,,,,,0.74,,,,,
2002,中鋼,市,,,,,,,,,,,,,81.3,1.05,,,,,
2002A,中鋼特,市,,,,,,,,,,,,,,,,,,,
2006,東和鋼鐵,市,,,,,,,,,,,,,11.1,1.65,,,,,
2007,燁興,市,,,,,,,,,,,,,,1.06,,,,,
2008,高興昌,市,,,,,,,,,,,,,92.9,1.69,,,,,
2009,第一銅,市,,,,,,,,,,,,,58.2,1.61,,,,,
2010,春源,市,,,,,,,,,,,,,11.9,1,,,,,
2012,春雨,市,,,,,,,,,,,,,18.5,1.66,,,,,
2013,中鋼構,市,,,,,,,,,,,,,18.1,1.98,,,,,
2014,中鴻,市,,,,,,,,,,,,,,1.87,,,,,
2015,豐興,市,,,,,,,,,,,,,17.4,1.98,,,,,
2017,官田鋼,市,,,,,,,,,,,,,36.8,0.85,,,,,
2020,美亞,市,,,,,,,,,,,,,6.61,1.74,,,,,
2022,聚亨,市,,,,,,,,,,,,,156,0.89,,,,,
2023,燁輝,市,,,,,,,,,,,,,,1.04,,,,,
2024,志聯,市,,,,,,,,,,,,,,1.76,,,,,
2025,千興,市,,,,,,,,,,,,,,1.96,,,,,
2027,大成鋼,市,,,,,,,,,,,,,28.2,1.12,,,,,
2028,威致,市,,,,,,,,,,,,,18.4,1.57,,,,,
2029,盛餘,市,,,,,,,,,,,,,13.9,0.8,,,,,
2030,彰源,市,,,,,,,,,,,,,28.2,0.98,,,,,
2031,新光鋼,市,,,,,,,,,,,,,8.53,1.32,,,,,
2032,新鋼,市,,,,,,,,,,,,,57.1,1.14,,,,,
2033,佳大,市,,,,,,,,,,,,,112,1.71,,,,,
2034,允強,市,,,,,,,,,,,,,,1.04,,,,,
2038,海光,市,,,,,,,,,,,,,339,0.83,,,,,
2049,上銀,市,,,,,,,,,,,,,43.1,2.35,,,,,
2059,川湖,市,,,,,,,,,,,,,33,7.85,,,,,
2062,橋椿,市,,,,,,,,,,,,,13.4,0.94,,,,,
2069,運錩,市,,,,,,,,,,,,,17.2,0.75,,,,,
2101,南港,市,,,,,,,,,,,,,13.1,3.09,,,,,
2102,泰豐,市,,,,,,,,,,,,,,1.43,,,,,
2103,台橡,市,,,,,,,,,,,,,15.9,0.9,,,,,
2104,國際中橡,市,,,,,,,,,,,,,,0.46,,,,,
2105,正新,市,,,,,,,,,,,,,19.8,1.88,,,,,
2106,建大,市,,,,,,,,,,,,,18.4,1.35,,,,,
2107,厚生,市,,,,,,,,,,,,,14.4,0.59,,,,,
2108,南帝,市,,,,,,,,,,,,,33.4,1.15,,,,,
2109,華豐,市,,,,,,,,,,,,,11.7,1.5,,,,,
2114,鑫永銓,市,,,,,,,,,,,,,17.6,2.48,,,,,
2115,六暉-KY,市,,,,,,,,,,,,,16.6,0.99,,,,,
2201,裕隆,市,,,,,,,,,,,,,13.1,0.95,,,,,
2204,中華,市,,,,,,,,,,,,,9.86,1.25,,,,,
2206,三陽工業,市,,,,,,,,,,,,,10.8,2.28,,,,,
2207,和泰車,市,,,,,,,,,,,,,16.8,4.75,,,,,
2208,台船,市,,,,,,,,,,,,,,1.98,,,,,
2211,長榮鋼,市,,,,,,,,,,,,,16.5,1.58,,,,,
2227,裕日車,市,,,,,,,,,,,,,19.9,1.45,,,,,
2228,劍麟,市,,,,,,,,,,,,,11.6,1.63,,,,,
2231,為升,市,,,,,,,,,,,,,66.4,3.41,,,,,
2233,宇隆,市,,,,,,,,,,,,,16.2,2.77,,,,,
2236,百達-KY,市,,,,,,,,,,,,,877,4.14,,,,,
2239,英利-KY,市,,,,,,,,,,,,,39.6,0.38,,,,,
2241,艾姆勒,市,,,,,,,,,,,,,,2.03,,,,,
2243,宏旭-KY,市,,,,,,,,,,,,,,1.81,,,,,
2247,汎德永業,市,,,,,,,,,,,,,12.6,1.83,,,,,
2250,IKKA-KY,市,,,,,,,,,,,,,14.3,1.49,,,,,
2254,巨鎧精密-創,市,,,,,,,,,,,,,,4.57,,,,,
2258,鴻華先進-創,市,,,,,,,,,,,,,,3.99,,,,,
2301,光寶科,市,,,,,,,,,,,,,19.4,2.8,,,,,
2302,麗正,市,,,,,,,,,,,,,45.9,1.82,,,,,
2303,聯電,市,,,,,,,,,,,,,10.4,1.48,,,,,
2305,全友,市,,,,,,,,,,,,,237,1.48,,,,,
2308,台達電,市,,,,,,,,,,,,,28,4.74,,,,,
2312,金寶,市,,,,,,,,,,,,,29.3,1.89,,,,,
2313,華通,市,,,,,,,,,,,,,13.5,1.73,,,,,
2314,台揚,市,,,,,,,,,,,,,,6.01,,,,,
2316,楠梓電,市,,,,,,,,,,,,,7.32,0.97,,,,,
2317,鴻海,市,,,,,,,,,,,,,17.2,1.72,,,,,
2321,東訊,市,,,,,,,,,,,,,,2.22,,,,,
2323,中環,市,,,,,,,,,,,,,10.7,0.68,,,,,
2324,仁寶,市,,,,,,,,,,,,,17,1.31,,,,,
2327,國巨,市,,,,,,,,,,,,,13.2,1.77,,,,,
2328,廣宇,市,,,,,,,,,,,,,19.3,1.41,,,,,
2329,華泰,市,,,,,,,,,,,,,15.8,2.38,,,,,
2330,台積電,市,,,,,,,,,,,,,26.6,6.92,,,,,
2331,精英,市,,,,,,,,,,,,,38.7,1.12,,,,,
2332,友訊,市,,,,,,,,,,,,,74.1,1.42,,,,,
2337,旺宏,市,,,,,,,,,,,,,,0.92,,,,,
2338,光罩,市,,,,,,,,,,,,,30.6,2.22,,,,,
2340,台亞,市,,,,,,,,,,,,,,1.7,,,,,
2342,茂矽,市,,,,,,,,,,,,,,2.36,,,,,
2344,華邦電,市,,,,,,,,,,,,,80.8,0.74,,,,,
2345,智邦,市,,,,,,,,,,,,,40.5,13.5,,,,,
2347,聯強,市,,,,,,,,,,,,,14.8,1.67,,,,,
2348,海悅,市,,,,,,,,,,,,,9.21,3.89,,,,,
2348A,海悅甲特,市,,,,,,,,,,,,,,,,,,,
2349,錸德,市,,,,,,,,,,,,,,1.88,,,,,
2351,順德,市,,,,,,,,,,,,,27.6,2.6,,,,,
2352,佳世達,市,,,,,,,,,,,,,31,2.02,,,,,
2353,宏碁,市,,,,,,,,,,,,,22.5,1.54,,,,,
2354,鴻準,市,,,,,,,,,,,,,32.9,1.12,,,,,
2355,敬鵬,市,,,,,,,,,,,,,13.8,0.91,,,,,
2356,英業達,市,,,,,,,,,,,,,26.2,2.69,,,,,
2357,華碩,市,,,,,,,,,,,,,13.2,1.67,,,,,
2359,所羅門,市,,,,,,,,,,,,,,4.27,,,,,
2360,致茂,市,,,,,,,,,,,,,39.4,7.84,,,,,
2362,藍天,市,,,,,,,,,,,,,22.3,0.77,,,,,
2363,矽統,市,,,,,,,,,,,,,119,2.08,,,,,
2364,倫飛,市,,,,,,,,,,,,,22.5,5.75,,,,,
2365,昆盈,市,,,,,,,,,,,,,78.9,3,,,,,
2367,燿華,市,,,,,,,,,,,,,22.5,1.91,,,,,
2368,金像電,市,,,,,,,,,,,,,17.4,4.76,,,,,
2369,菱生,市,,,,,,,,,,,,,,1.3,,,,,
2371,大同,市,,,,,,,,,,,,,13.6,1.76,,,,,
2373,震旦行,市,,,,,,,,,,,,,15,2.01,,,,,
2374,佳能,市,,,,,,,,,,,,,28.8,2.04,,,,,
2375,凱美,市,,,,,,,,,,,,,27.6,0.91,,,,,
2376,技嘉,市,,,,,,,,,,,,,22,3.71,,,,,
2377,微星,市,,,,,,,,,,,,,20.9,2.81,,,,,
2379,瑞昱,市,,,,,,,,,,,,,19.1,5.6,,,,,
2380,虹光,市,,,,,,,,,,,,,,2.26,,,,,
2382,廣達,市,,,,,,,,,,,,,21.2,5.69,,,,,
2383,台光電,市,,,,,,,,,,,,,20.6,5.73,,,,,
2385,群光,市,,,,,,,,,,,,,12.6,2.48,,,,,
2387,精元,市,,,,,,,,,,,,,9.86,1.21,,,,,
2388,威盛,市,,,,,,,,,,,,,73.8,2.93,,,,,
2390,云辰,市,,,,,,,,,,,,,,1.03,,,,,
2392,正崴,市,,,,,,,,,,,,,21.2,1.41,,,,,
2393,億光,市,,,,,,,,,,,,,15.5,1.8,,,,,
2395,研華,市,,,,,,,,,,,,,35.5,6.36,,,,,
2397,友通,市,,,,,,,,,,,,,30,2.85,,,,,
2399,映泰,市,,,,,,,,,,,,,,2.68,,,,,
2401,凌陽,市,,,,,,,,,,,,,,1.94,,,,,
2402,毅嘉,市,,,,,,,,,,,,,19,1.81,,,,,
2404,漢唐,市,,,,,,,,,,,,,16.5,6.78,,,,,
2405,輔信,市,,,,,,,,,,,,,552,2.06,,,,,
2406,國碩,市,,,,,,,,,,,,,,1.47,,,,,
2408,南亞科,市,,,,,,,,,,,,,,0.62,,,,,
2409,友達,市,,,,,,,,,,,,,,0.8,,,,,
2412,中華電,市,,,,,,,,,,,,,26.4,2.58,,,,,
2413,環科,市,,,,,,,,,,,,,,1.79,,,,,
2414,精技,市,,,,,,,,,,,,,15.5,2.07,,,,,
2415,錩新,市,,,,,,,,,,,,,22.3,1.57,,,,,
2417,圓剛,市,,,,,,,,,,,,,,1.88,,,,,
2419,仲琦,市,,,,,,,,,,,,,,2.09,,,,,
2420,新巨,市,,,,,,,,,,,,,16.2,2.7,,,,,
2421,建準,市,,,,,,,,,,,,,21.9,3.8,,,,,
2423,固緯,市,,,,,,,,,,,,,16.7,2.32,,,,,
2424,隴華,市,,,,,,,,,,,,,,13.8,,,,,
2425,承啟,市,,,,,,,,,,,,,330,1.62,,,,,
2426,鼎元,市,,,,,,,,,,,,,70.4,1.84,,,,,
2427,三商電,市,,,,,,,,,,,,,20.9,1.8,,,,,
2428,興勤,市,,,,,,,,,,,,,13.5,2.03,,,,,
2429,銘旺科,市,,,,,,,,,,,,,,2.78,,,,,
2430,燦坤,市,,,,,,,,,,,,,19.8,0.83,,,,,
2431,聯昌,市,,,,,,,,,,,,,,1.26,,,,,
2432,倚天酷碁-創,市,,,,,,,,,,,,,15.4,1.67,,,,,
2433,互盛電,市,,,,,,,,,,,,,15.5,1.99,,,,,
2434,統懋,市,,,,,,,,,,,,,45.7,2.35,,,,,
2436,偉詮電,市,,,,,,,,,,,,,52.8,3.3,,,,,
2438,翔耀,市,,,,,,,,,,,,,,4.62,,,,,
2439,美律,市,,,,,,,,,,,,,12.5,1.59,,,,,
2440,太空梭,市,,,,,,,,,,,,,,1.42,,,,,
2441,超豐,市,,,,,,,,,,,,,14.1,1.52,,,,,
2442,新美齊,市,,,,,,,,,,,,,14.1,1.53,,,,,
2444,兆勁,市,,,,,,,,,,,,,,1.89,,,,,
2449,京元電子,市,,,,,,,,,,,,,21,3.68,,,,,
2450,神腦,市,,,,,,,,,,,,,19.2,1.43,,,,,
2451,創見,市,,,,,,,,,,,,,16.9,2.1,,,,,
2453,凌群,市,,,,,,,,,,,,,20.5,2.93,,,,,
2454,聯發科,市,,,,,,,,,,,,,19.2,5.01,,,,,
2455,全新,市,,,,,,,,,,,,,42.5,9.65,,,,,
2457,飛宏,市,,,,,,,,,,,,,84.5,1.84,,,,,
2458,義隆,市,,,,,,,,,,,,,16.3,4.84,,,,,
2459,敦吉,市,,,,,,,,,,,,,12.3,1.34,,,,,
2460,建通,市,,,,,,,,,,,,,,2.03,,,,,
2461,光群雷,市,,,,,,,,,,,,,12.8,1.1,,,,,
2462,良得電,市,,,,,,,,,,,,,22.9,1.36,,,,,
2464,盟立,市,,,,,,,,,,,,,76,3.29,,,,,
2465,麗臺,市,,,,,,,,,,,,,,9.23,,,,,
2466,冠西電,市,,,,,,,,,,,,,,3.21,,,,,
2467,志聖,市,,,,,,,,,,,,,49.4,6.45,,,,,
2468,華經,市,,,,,,,,,,,,,28.3,1.49,,,,,
2471,資通,市,,,,,,,,,,,,,21.5,3.22,,,,,
2472,立隆電,市,,,,,,,,,,,,,13.6,1.86,,,,,
2474,可成,市,,,,,,,,,,,,,15.3,0.79,,,,,
2476,鉅祥,市,,,,,,,,,,,,,19.4,2.37,,,,,
2477,美隆電,市,,,,,,,,,,,,,20.5,1.17,,,,,
2478,大毅,市,,,,,,,,,,,,,19.7,1.03,,,,,
2480,敦陽科,市,,,,,,,,,,,,,19,4.66,,,,,
2481,強茂,市,,,,,,,,,,,,,23.4,1.45,,,,,
2482,連宇,市,,,,,,,,,,,,,44.9,1.7,,,,,
2483,百容,市,,,,,,,,,,,,,73.3,0.93,,,,,
2484,希華,市,,,,,,,,,,,,,37.4,1.19,,,,,
2485,兆赫,市,,,,,,,,,,,,,,0.95,,,,,
2486,一詮,市,,,,,,,,,,,,,420,5.3,,,,,
2488,漢平,市,,,,,,,,,,,,,12,1.73,,,,,
2489,瑞軒,市,,,,,,,,,,,,,13.6,0.99,,,,,
2491,吉祥全,市,,,,,,,,,,,,,,1.3,,,,,
2492,華新科,市,,,,,,,,,,,,,25.8,0.98,,,,,
2493,揚博,市,,,,,,,,,,,,,17.6,3.99,,,,,
2495,普安,市,,,,,,,,,,,,,20.4,2.11,,,,,
2496,卓越,市,,,,,,,,,,,,,11.8,1.75,,,,,
2497,怡利電,市,,,,,,,,,,,,,26.1,3.25,,,,,
2498,宏達電,市,,,,,,,,,,,,,,1.68,,,,,
2501,國建,市,,,,,,,,,,,,,12.6,1.08,,,,,
2504,國產,市,,,,,,,,,,,,,13,2.42,,,,,
2505,國揚,市,,,,,,,,,,,,,32.7,0.85,,,,,
2506,太設,市,,,,,,,,,,,,,5.04,0.54,,,,,
2509,全坤建,市,,,,,,,,,,,,,219,0.94,,,,,
2511,太子,市,,,,,,,,,,,,,47.4,0.7,,,,,
2514,龍邦,市,,,,,,,,,,,,,5.38,0.62,,,,,
2515,中工,市,,,,,,,,,,,,,24.6,0.77,,,,,
2516,新建,市,,,,,,,,,,,,,23.3,1.76,,,,,
2520,冠德,市,,,,,,,,,,,,,6.22,1.44,,,,,
2524,京城,市,,,,,,,,,,,,,24,1.45,,,,,
2527,宏璟,市,,,,,,,,,,,,,33,0.88,,,,,
2528,皇普,市,,,,,,,,,,,,,,3.1,,,,,
2530,華建,市,,,,,,,,,,,,,19,3.24,,,,,
2534,宏盛,市,,,,,,,,,,,,,,0.92,,,,,
2535,達欣工,市,,,,,,,,,,,,,11.4,1.51,,,,,
2536,宏普,市,,,,,,,,,,,,,19.1,0.94,,,,,
2537,聯上發,市,,,,,,,,,,,,,25.1,1.03,,,,,
2538,基泰,市,,,,,,,,,,,,,,1.23,,,,,
2539,櫻花建,市,,,,,,,,,,,,,44.2,4.51,,,,,
2540,愛山林,市,,,,,,,,,,,,,23.6,4.79,,,,,
2542,興富發,市,,,,,,,,,,,,,32.1,1.8,,,,,
2543,皇昌,市,,,,,,,,,,,,,13.1,3.7,,,,,
2545,皇翔,市,,,,,,,,,,,,,7.42,1.85,,,,,
2546,根基,市,,,,,,,,,,,,,11.8,1.91,,,,,
2547,日勝生,市,,,,,,,,,,,,,,0.91,,,,,
2548,華固,市,,,,,,,,,,,,,12.2,1.81,,,,,
2597,潤弘,市,,,,,,,,,,,,,15.1,4.55,,,,,
2601,益航,市,,,,,,,,,,,,,,0.7,,,,,
2603,長榮,市,,,,,,,,,,,,,4.37,0.91,,,,,
2605,新興,市,,,,,,,,,,,,,11,0.9,,,,,
2606,裕民,市,,,,,,,,,,,,,10.6,1.28,,,,,
2607,榮運,市,,,,,,,,,,,,,14,0.98,,,,,
2608,嘉里大榮,市,,,,,,,,,,,,,16.7,1.54,,,,,
2609,陽明,市,,,,,,,,,,,,,5.24,0.81,,,,,
2610,華航,市,,,,,,,,,,,,,15.5,1.93,,,,,
2611,志信,市,,,,,,,,,,,,,7.53,1.39,,,,,
2612,中航,市,,,,,,,,,,,,,17.8,0.66,,,,,
2613,中櫃,市,,,,,,,,,,,,,26.4,1.36,,,,,
2614,東森,市,,,,,,,,,,,,,,1.52,,,,,
2615,萬海,市,,,,,,,,,,,,,7.66,0.98,,,,,
2616,山隆,市,,,,,,,,,,,,,,0.62,,,,,
2617,台航,市,,,,,,,,,,,,,10.4,0.74,,,,,
2618,長榮航,市,,,,,,,,,,,,,9.11,2.08,,,,,
2630,亞航,市,,,,,,,,,,,,,46.4,1.95,,,,,
2633,台灣高鐵,市,,,,,,,,,,,,,20.1,2.26,,,,,
2634,漢翔,市,,,,,,,,,,,,,21.4,2.32,,,,,
2636,台驊控股,市,,,,,,,,,,,,,9.78,1.17,,,,,
2637,慧洋-KY,市,,,,,,,,,,,,,8.64,1.11,,,,,
2642,宅配通,市,,,,,,,,,,,,,74.3,1.64,,,,,
2645,長榮航太,市,,,,,,,,,,,,,21,2.79,,,,,
2646,星宇航空,市,,,,,,,,,,,,,49,3.52,,,,,
2701,萬企,市,,,,,,,,,,,,,21.1,0.68,,,,,
2702,華園,市,,,,,,,,,,,,,,0.8,,,,,
2704,國賓,市,,,,,,,,,,,,,19.9,0.7,,,,,
2705,六福,市,,,,,,,,,,,,,75.2,0.7,,,,,
2706,第一店,市,,,,,,,,,,,,,21.9,0.73,,,,,
2707,晶華,市,,,,,,,,,,,,,18,5.91,,,,,
2712,遠雄來,市,,,,,,,,,,,,,,2.44,,,,,
2722,夏都,市,,,,,,,,,,,,,168,2.09,,,,,
2723,美食-KY,市,,,,,,,,,,,,,41.8,1.53,,,,,
2727,王品,市,,,,,,,,,,,,,15.1,4.56,,,,,
2731,雄獅,市,,,,,,,,,,,,,7.64,3.06,,,,,
2739,寒舍,市,,,,,,,,,,,,,8.06,3.15,,,,,
2748,雲品,市,,,,,,,,,,,,,22,2.35,,,,,
2753,八方雲集,市,,,,,,,,,,,,,17.3,2.91,,,,,
2762,世界健身-KY,市,,,,,,,,,,,,,26.5,3.1,,,,,
2801,彰銀,市,,,,,,,,,,,,,14.4,1,,,,,
2809,京城銀,市,,,,,,,,,,,,,9.79,1.01,,,,,
2812,台中銀,市,,,,,,,,,,,,,12.7,1.28,,,,,
2816,旺旺保,市,,,,,,,,,,,,,7.28,1.05,,,,,
2820,華票,市,,,,,,,,,,,,,15.9,0.81,,,,,
2832,台產,市,,,,,,,,,,,,,9.56,0.88,,,,,
2834,臺企銀,市,,,,,,,,,,,,,12.5,1.06,,,,,
2836,高雄銀,市,,,,,,,,,,,,,22.1,0.86,,,,,
2836A,高雄銀甲特,市,,,,,,,,,,,,,,,,,,,
2838,聯邦銀,市,,,,,,,,,,,,,12.7,0.88,,,,,
2838A,聯邦銀甲特,市,,,,,,,,,,,,,,,,,,,
2845,遠東銀,市,,,,,,,,,,,,,13.8,0.98,,,,,
2849,安泰銀,市,,,,,,,,,,,,,19.6,0.83,,,,,
2850,新產,市,,,,,,,,,,,,,10.1,1.76,,,,,
2851,中再保,市,,,,,,,,,,,,,7.94,1.03,,,,,
2852,第一保,市,,,,,,,,,,,,,8.5,0.89,,,,,
2855,統一證,市,,,,,,,,,,,,,9.89,1.16,,,,,
2867,三商壽,市,,,,,,,,,,,,,,0.82,,,,,
2880,華南金,市,,,,,,,,,,,,,16.6,1.71,,,,,
2881,富邦金,市,,,,,,,,,,,,,10.5,1.49,,,,,
2881A,富邦特,市,,,,,,,,,,,,,,,,,,,
2881B,富邦金乙特,市,,,,,,,,,,,,,,,,,,,
2881C,富邦金丙特,市,,,,,,,,,,,,,,,,,,,
2882,國泰金,市,,,,,,,,,,,,,10.7,1.21,,,,,
2882A,國泰特,市,,,,,,,,,,,,,,,,,,,
2882B,國泰金乙特,市,,,,,,,,,,,,,,,,,,,
2883,凱基金,市,,,,,,,,,,,,,9.86,1.08,,,,,
2883B,凱基金乙特,市,,,,,,,,,,,,,,,,,,,
2884,玉山金,市,,,,,,,,,,,,,16.4,1.78,,,,,
2885,元大金,市,,,,,,,,,,,,,15,1.45,,,,,
2886,兆豐金,市,,,,,,,,,,,,,16.6,1.64,,,,,
2887,台新金,市,,,,,,,,,,,,,11.5,1.09,,,,,
2887E,台新戊特,市,,,,,,,,,,,,,,,,,,,
2887F,台新戊特二,市,,,,,,,,,,,,,,,,,,,
2887Z1,台新己特,市,,,,,,,,,,,,,,,,,,,
2888,新光金,市,,,,,,,,,,,,,14.5,0.74,,,,,
2888A,新光金甲特,市,,,,,,,,,,,,,,,,,,,
2888B,新光金乙特,市,,,,,,,,,,,,,,,,,,,
2889,國票金,市,,,,,,,,,,,,,25,1.25,,,,,
2890,永豐金,市,,,,,,,,,,,,,13.8,1.52,,,,,
2891,中信金,市,,,,,,,,,,,,,11.5,1.63,,,,,
2891B,中信金乙特,市,,,,,,,,,,,,,,,,,,,
2891C,中信金丙特,市,,,,,,,,,,,,,,,,,,,
2892,第一金,市,,,,,,,,,,,,,16.3,1.48,,,,,
2897,王道銀行,市,,,,,,,,,,,,,10.4,0.73,,,,,
2897B,王道銀乙特,市,,,,,,,,,,,,,,,,,,,
2901,欣欣,市,,,,,,,,,,,,,63.4,2.27,,,,,
2903,遠百,市,,,,,,,,,,,,,16.7,1.1,,,,,
2904,匯僑,市,,,,,,,,,,,,,18.8,1.13,,,,,
2905,三商,市,,,,,,,,,,,,,,0.95,,,,,
2906,高林,市,,,,,,,,,,,,,35.2,1.08,,,,,
2908,特力,市,,,,,,,,,,,,,35.3,1.46,,,,,
2910,統領,市,,,,,,,,,,,,,22.1,1.72,,,,,
2911,麗嬰房,市,,,,,,,,,,,,,,1.68,,,,,
2912,統一超,市,,,,,,,,,,,,,24.6,7.27,,,,,
2913,農林,市,,,,,,,,,,,,,,1.33,,,,,
2915,潤泰全,市,,,,,,,,,,,,,10.3,0.78,,,,,
2923,鼎固-KY,市,,,,,,,,,,,,,74.5,1.06,,,,,
2929,淘帝-KY,市,,,,,,,,,,,,,,0.59,,,,,
2939,永邑-KY,市,,,,,,,,,,,,,,2.12,,,,,
2945,三商家購,市,,,,,,,,,,,,,21,1.5,,,,,
3002,歐格,市,,,,,,,,,,,,,86.8,1.14,,,,,
3003,健和興,市,,,,,,,,,,,,,22,1.85,,,,,
3004,豐達科,市,,,,,,,,,,,,,13.8,1.97,,,,,
3005,神基,市,,,,,,,,,,,,,15.4,2.91,,,,,
3006,晶豪科,市,,,,,,,,,,,,,,1.71,,,,,
3008,大立光,市,,,,,,,,,,,,,14.9,1.9,,,,,
3010,華立,市,,,,,,,,,,,,,14.7,1.46,,,,,
3011,今皓,市,,,,,,,,,,,,,,1.79,,,,,
3013,晟銘電,市,,,,,,,,,,,,,57.1,7.25,,,,,
3014,聯陽,市,,,,,,,,,,,,,14.4,3.78,,,,,
3015,全漢,市,,,,,,,,,,,,,31.6,0.78,,,,,
3016,嘉晶,市,,,,,,,,,,,,,53.7,2.99,,,,,
3017,奇鋐,市,,,,,,,,,,,,,36.4,10.3,,,,,
3018,隆銘綠能,市,,,,,,,,,,,,,,2.87,,,,,
3019,亞光,市,,,,,,,,,,,,,20.1,2.2,,,,,
3021,鴻名,市,,,,,,,,,,,,,20.5,1.83,,,,,
3022,威強電,市,,,,,,,,,,,,,12,1.37,,,,,
3023,信邦,市,,,,,,,,,,,,,18.6,4.34,,,,,
3024,憶聲,市,,,,,,,,,,,,,82.9,2.04,,,,,
3025,星通,市,,,,,,,,,,,,,17.9,5.44,,,,,
3026,禾伸堂,市,,,,,,,,,,,,,18.2,1.53,,,,,
3027,盛達,市,,,,,,,,,,,,,,1.82,,,,,
3028,增你強,市,,,,,,,,,,,,,22.7,1.21,,,,,
3029,零壹,市,,,,,,,,,,,,,29.3,4.61,,,,,
3030,德律,市,,,,,,,,,,,,,18.9,3.86,,,,,
3031,佰鴻,市,,,,,,,,,,,,,15.6,1.25,,,,,
3032,偉訓,市,,,,,,,,,,,,,17.9,3.23,,,,,
3033,威健,市,,,,,,,,,,,,,13.8,1.59,,,,,
3034,聯詠,市,,,,,,,,,,,,,14.2,4.68,,,,,
3035,智原,市,,,,,,,,,,,,,52.3,4.55,,,,,
3036,文曄,市,,,,,,,,,,,,,15.8,1.52,,,,,
3036A,文曄甲特,市,,,,,,,,,,,,,,,,,,,
3037,欣興,市,,,,,,,,,,,,,29.1,2.49,,,,,
3038,全台,市,,,,,,,,,,,,,12,1.53,,,,,
3040,遠見,市,,,,,,,,,,,,,64.1,2.04,,,,,
3041,揚智,市,,,,,,,,,,,,,,2.51,,,,,
3042,晶技,市,,,,,,,,,,,,,16.8,2.29,,,,,
3043,科風,市,,,,,,,,,,,,,,2.73,,,,,
3044,健鼎,市,,,,,,,,,,,,,12.7,2.15,,,,,
3045,台灣大,市,,,,,,,,,,,,,24.6,4.2,,,,,
3046,建碁,市,,,,,,,,,,,,,14,2.77,,,,,
3047,訊舟,市,,,,,,,,,,,,,164,2.7,,,,,
3048,益登,市,,,,,,,,,,,,,,1.91,,,,,
3049,精金,市,,,,,,,,,,,,,,1.03,,,,,
3050,鈺德,市,,,,,,,,,,,,,32.7,1.13,,,,,
3051,力特,市,,,,,,,,,,,,,17.6,2.17,,,,,
3052,夆典,市,,,,,,,,,,,,,12.1,0.73,,,,,
3054,立萬利,市,,,,,,,,,,,,,,2.5,,,,,
3055,蔚華科,市,,,,,,,,,,,,,,3.46,,,,,
3056,富華新,市,,,,,,,,,,,,,,1.9,,,,,
3057,喬鼎,市,,,,,,,,,,,,,,1.66,,,,,
3058,立德,市,,,,,,,,,,,,,,1.73,,,,,
3059,華晶科,市,,,,,,,,,,,,,27.5,0.96,,,,,
3060,銘異,市,,,,,,,,,,,,,,1.2,,,,,
3062,建漢,市,,,,,,,,,,,,,,2.28,,,,,
3090,日電貿,市,,,,,,,,,,,,,18.5,2.48,,,,,
3092,鴻碩,市,,,,,,,,,,,,,,1.62,,,,,
3094,聯傑,市,,,,,,,,,,,,,214,2.49,,,,,
3130,一零四,市,,,,,,,,,,,,,15.7,4.6,,,,,
3138,耀登,市,,,,,,,,,,,,,36.8,2.65,,,,,
3149,正達,市,,,,,,,,,,,,,,2.81,,,,,
3150,鈺寶-創,市,,,,,,,,,,,,,89.5,2.15,,,,,
3164,景岳,市,,,,,,,,,,,,,32.5,1.29,,,,,
3167,大量,市,,,,,,,,,,,,,129,3.76,,,,,
3168,眾福科,市,,,,,,,,,,,,,16.6,1.96,,,,,
3189,景碩,市,,,,,,,,,,,,,65.5,1.37,,,,,
3209,全科,市,,,,,,,,,,,,,12.4,1.72,,,,,
3229,晟鈦,市,,,,,,,,,,,,,,2.08,,,,,
3231,緯創,市,,,,,,,,,,,,,21.9,2.79,,,,,
3257,虹冠電,市,,,,,,,,,,,,,21.8,2.96,,,,,
3266,昇陽,市,,,,,,,,,,,,,15.3,1.19,,,,,
3296,勝德,市,,,,,,,,,,,,,,2.51,,,,,
3305,昇貿,市,,,,,,,,,,,,,23.8,1.78,,,,,
3308,聯德,市,,,,,,,,,,,,,,1.41,,,,,
3311,閎暉,市,,,,,,,,,,,,,64,0.93,,,,,
3312,弘憶股,市,,,,,,,,,,,,,27.9,3.36,,,,,
3321,同泰,市,,,,,,,,,,,,,,3.37,,,,,
3338,泰碩,市,,,,,,,,,,,,,24.9,3.16,,,,,
3346,麗清,市,,,,,,,,,,,,,14.3,1.28,,,,,
3356,奇偶,市,,,,,,,,,,,,,10.2,2.25,,,,,
3376,新日興,市,,,,,,,,,,,,,30.7,2.25,,,,,
3380,明泰,市,,,,,,,,,,,,,55.4,1.98,,,,,
3406,玉晶光,市,,,,,,,,,,,,,10.9,2.1,,,,,
