代號,名稱,市場,,,,,,,,,,,,,PER,PBR,1個月走勢圖,3個月走勢圖,1年走勢圖,3年走勢圖,10年走勢圖
4417,金洲,櫃,,,,,,,,,,,,,10.1,1.17,,,,,
4419,皇家美食,櫃,,,,,,,,,,,,,,8.61,,,,,
4420,光明,櫃,,,,,,,,,,,,,1.28,1.67,,,,,
4430,耀億,櫃,,,,,,,,,,,,,,0.76,,,,,
4432,銘旺實,櫃,,,,,,,,,,,,,18,0.82,,,,,
4433,興采,櫃,,,,,,,,,,,,,46.3,0.88,,,,,
4442,竣邦-KY,櫃,,,,,,,,,,,,,17.5,2.14,,,,,
4502,健信,櫃,,,,,,,,,,,,,120,1.79,,,,,
4503,金雨,櫃,,,,,,,,,,,,,,3.32,,,,,
4506,崇友,櫃,,,,,,,,,,,,,19.9,3.45,,,,,
4510,高鋒,櫃,,,,,,,,,,,,,43.3,2.62,,,,,
4513,福裕,櫃,,,,,,,,,,,,,,3.13,,,,,
4523,永彰,櫃,,,,,,,,,,,,,,3,,,,,
4527,方土霖,櫃,,,,,,,,,,,,,11.1,2.26,,,,,
4528,江興鍛,櫃,,,,,,,,,,,,,308,1.03,,,,,
4529,淳紳,櫃,,,,,,,,,,,,,,1.77,,,,,
4530,宏易,櫃,,,,,,,,,,,,,,3.67,,,,,
4533,協易機,櫃,,,,,,,,,,,,,37.7,2.18,,,,,
4534,慶騰,櫃,,,,,,,,,,,,,,2.87,,,,,
4535,至興,櫃,,,,,,,,,,,,,14.5,1.05,,,,,
4538,大詠城,櫃,,,,,,,,,,,,,25.4,1.35,,,,,
4541,晟田,櫃,,,,,,,,,,,,,3250,1.4,,,,,
4542,科嶠,櫃,,,,,,,,,,,,,,4.54,,,,,
4543,萬在,櫃,,,,,,,,,,,,,25.6,1.46,,,,,
4549,桓達,櫃,,,,,,,,,,,,,40.1,5.52,,,,,
4550,長佳,櫃,,,,,,,,,,,,,11.3,1.14,,,,,
4554,橙的,櫃,,,,,,,,,,,,,14.8,1.54,,,,,
4556,旭然,櫃,,,,,,,,,,,,,450,1.59,,,,,
4558,寶緯,櫃,,,,,,,,,,,,,229,2.14,,,,,
4561,健椿,櫃,,,,,,,,,,,,,17.6,2.77,,,,,
4563,百德,櫃,,,,,,,,,,,,,27.6,3.06,,,,,
4568,科際精密,櫃,,,,,,,,,,,,,21,1.46,,,,,
4577,達航科技,櫃,,,,,,,,,,,,,,1.37,,,,,
4580,捷流閥業,櫃,,,,,,,,,,,,,12.3,1.7,,,,,
4584,君帆,櫃,,,,,,,,,,,,,16.6,1.88,,,,,
4609,唐鋒,櫃,,,,,,,,,,,,,,2.33,,,,,
4702,中美實,櫃,,,,,,,,,,,,,26.9,0.74,,,,,
4706,大恭,櫃,,,,,,,,,,,,,40.9,1.76,,,,,
4707,磐亞,櫃,,,,,,,,,,,,,16.2,0.91,,,,,
4711,永純,櫃,,,,,,,,,,,,,,0.96,,,,,
4714,永捷,櫃,,,,,,,,,,,,,80.2,1.49,,,,,
4716,大立,櫃,,,,,,,,,,,,,20,1.64,,,,,
4721,美琪瑪,櫃,,,,,,,,,,,,,25.6,4.31,,,,,
4726,永昕,櫃,,,,,,,,,,,,,,4.18,,,,,
4728,雙美,櫃,,,,,,,,,,,,,22.1,11.3,,,,,
4729,熒茂,櫃,,,,,,,,,,,,,1512,2.11,,,,,
4735,豪展,櫃,,,,,,,,,,,,,68.9,1.58,,,,,
4741,泓瀚,櫃,,,,,,,,,,,,,19.5,1.4,,,,,
4743,合一,櫃,,,,,,,,,,,,,,3.45,,,,,
4744,皇將,櫃,,,,,,,,,,,,,97.1,0.98,,,,,
4745,合富-KY,櫃,,,,,,,,,,,,,,0.58,,,,,
4747,強生,櫃,,,,,,,,,,,,,38.2,1.85,,,,,
4754,國碳科,櫃,,,,,,,,,,,,,14.5,2.5,,,,,
4760,勤凱,櫃,,,,,,,,,,,,,23.7,4.09,,,,,
4767,誠泰科技,櫃,,,,,,,,,,,,,12,1.18,,,,,
4768,晶呈科技,櫃,,,,,,,,,,,,,72.5,5.29,,,,,
4772,台特化,櫃,,,,,,,,,,,,,68.9,7.9,,,,,
4806,桂田文創,櫃,,,,,,,,,,,,,,3.59,,,,,
4903,聯光通,櫃,,,,,,,,,,,,,41.7,4.05,,,,,
4905,台聯電,櫃,,,,,,,,,,,,,39.1,0.83,,,,,
4907,富宇,櫃,,,,,,,,,,,,,9.13,3.41,,,,,
4908,前鼎,櫃,,,,,,,,,,,,,47.4,5.67,,,,,
4909,新復興,櫃,,,,,,,,,,,,,14.5,3.62,,,,,
4911,德英,櫃,,,,,,,,,,,,,39.1,4.34,,,,,
4923,力士,櫃,,,,,,,,,,,,,,1.92,,,,,
4924,欣厚-KY,櫃,,,,,,,,,,,,,,1.82,,,,,
4931,新盛力,櫃,,,,,,,,,,,,,26.6,4.17,,,,,
4933,友輝,櫃,,,,,,,,,,,,,11.3,1.53,,,,,
4939,亞電,櫃,,,,,,,,,,,,,64.7,1.31,,,,,
4945,陞達科技,櫃,,,,,,,,,,,,,30.8,3.48,,,,,
4946,辣椒,櫃,,,,,,,,,,,,,,6.44,,,,,
4950,牧東,櫃,,,,,,,,,,,,,,3.47,,,,,
4951,精拓科,櫃,,,,,,,,,,,,,17.3,2.82,,,,,
4953,緯軟,櫃,,,,,,,,,,,,,17.2,2.63,,,,,
4966,譜瑞-KY,櫃,,,,,,,,,,,,,23.8,2.8,,,,,
4971,IET-KY,櫃,,,,,,,,,,,,,,2.16,,,,,
4972,湯石照明,櫃,,,,,,,,,,,,,35,0.91,,,,,
4973,廣穎,櫃,,,,,,,,,,,,,11.2,0.99,,,,,
4974,亞泰,櫃,,,,,,,,,,,,,15,2.11,,,,,
4979,華星光,櫃,,,,,,,,,,,,,55.1,9.33,,,,,
4987,科誠,櫃,,,,,,,,,,,,,14.3,2.34,,,,,
4991,環宇-KY,櫃,,,,,,,,,,,,,,4.24,,,,,
4995,晶達,櫃,,,,,,,,,,,,,15.4,3.16,,,,,
5009,榮剛,櫃,,,,,,,,,,,,,9.56,1.52,,,,,
5011,久陽,櫃,,,,,,,,,,,,,14,0.9,,,,,
5013,強新,櫃,,,,,,,,,,,,,19.6,1.2,,,,,
5014,建錩,櫃,,,,,,,,,,,,,41.2,0.88,,,,,
5015,華祺,櫃,,,,,,,,,,,,,87,1.74,,,,,
5016,松和,櫃,,,,,,,,,,,,,17.3,0.93,,,,,
5201,凱衛,櫃,,,,,,,,,,,,,26.7,2.17,,,,,
5202,力新,櫃,,,,,,,,,,,,,7.21,1.89,,,,,
5205,中茂,櫃,,,,,,,,,,,,,,6.49,,,,,
5206,坤悅,櫃,,,,,,,,,,,,,11.2,2.04,,,,,
5209,新鼎,櫃,,,,,,,,,,,,,12.8,5.44,,,,,
5210,寶碩,櫃,,,,,,,,,,,,,,3.58,,,,,
5211,蒙恬,櫃,,,,,,,,,,,,,,2.32,,,,,
5212,凌網,櫃,,,,,,,,,,,,,14.9,3.99,,,,,
5213,亞昕,櫃,,,,,,,,,,,,,35.4,1.59,,,,,
5220,萬達光電,櫃,,,,,,,,,,,,,64,1.17,,,,,
5223,安力-KY,櫃,,,,,,,,,,,,,,0.69,,,,,
5227,立凱-KY,櫃,,,,,,,,,,,,,,5.08,,,,,
5228,鈺鎧,櫃,,,,,,,,,,,,,,1.44,,,,,
5230,雷笛克光學,櫃,,,,,,,,,,,,,35.8,1.21,,,,,
5236,凌陽創新,櫃,,,,,,,,,,,,,19.1,3.73,,,,,
5245,智晶,櫃,,,,,,,,,,,,,,1.68,,,,,
5251,天鉞電,櫃,,,,,,,,,,,,,,2.23,,,,,
5263,智崴,櫃,,,,,,,,,,,,,,2.95,,,,,
5272,笙科,櫃,,,,,,,,,,,,,,1.56,,,,,
5274,信驊,櫃,,,,,,,,,,,,,79.6,32.7,,,,,
5276,達輝-KY,櫃,,,,,,,,,,,,,96,1.58,,,,,
5287,數字,櫃,,,,,,,,,,,,,15.2,5.21,,,,,
5289,宜鼎,櫃,,,,,,,,,,,,,18.8,2.9,,,,,
5291,邑昇,櫃,,,,,,,,,,,,,129,1.05,,,,,
5299,杰力,櫃,,,,,,,,,,,,,19,1.48,,,,,
5301,寶得利,櫃,,,,,,,,,,,,,,2.03,,,,,
5302,太欣,櫃,,,,,,,,,,,,,,1.27,,,,,
5309,系統電,櫃,,,,,,,,,,,,,59.3,2.83,,,,,
5310,天剛,櫃,,,,,,,,,,,,,15,5.16,,,,,
5312,寶島科,櫃,,,,,,,,,,,,,13.4,2.02,,,,,
5314,世紀,櫃,,,,,,,,,,,,,42.9,20.3,,,,,
5315,光聯,櫃,,,,,,,,,,,,,30.6,1.47,,,,,
5321,美而快,櫃,,,,,,,,,,,,,,4.24,,,,,
5324,士開,櫃,,,,,,,,,,,,,149,2.17,,,,,
5328,華容,櫃,,,,,,,,,,,,,126,1.56,,,,,
5340,建榮,櫃,,,,,,,,,,,,,80.6,4.24,,,,,
5344,立衛,櫃,,,,,,,,,,,,,25.2,2.65,,,,,
5345,天揚,櫃,,,,,,,,,,,,,,4.58,,,,,
5347,世界,櫃,,,,,,,,,,,,,20.2,3.47,,,,,
5348,正能量智能,櫃,,,,,,,,,,,,,,2.25,,,,,
5351,鈺創,櫃,,,,,,,,,,,,,,2.56,,,,,
5353,台林,櫃,,,,,,,,,,,,,18.9,1.96,,,,,
5355,佳總,櫃,,,,,,,,,,,,,,1.85,,,,,
5356,協益,櫃,,,,,,,,,,,,,4.82,0.74,,,,,
5364,力麗店,櫃,,,,,,,,,,,,,,2.53,,,,,
5371,中光電,櫃,,,,,,,,,,,,,33.8,1.23,,,,,
5381,合正,櫃,,,,,,,,,,,,,62.1,4.01,,,,,
5386,青雲,櫃,,,,,,,,,,,,,37.6,5.2,,,,,
5392,能率,櫃,,,,,,,,,,,,,465,0.81,,,,,
5398,慕康生醫,櫃,,,,,,,,,,,,,,1.96,,,,,
5403,中菲,櫃,,,,,,,,,,,,,15.9,3.68,,,,,
5410,國眾,櫃,,,,,,,,,,,,,18.3,2.11,,,,,
5425,台半,櫃,,,,,,,,,,,,,36.8,1.96,,,,,
5426,振發,櫃,,,,,,,,,,,,,72.4,2.04,,,,,
5432,新門,櫃,,,,,,,,,,,,,127,8.46,,,,,
5438,東友,櫃,,,,,,,,,,,,,91.2,1.19,,,,,
5439,高技,櫃,,,,,,,,,,,,,36.7,4.68,,,,,
5443,均豪,櫃,,,,,,,,,,,,,54.4,2.8,,,,,
5450,南良,櫃,,,,,,,,,,,,,25.3,1.32,,,,,
5452,佶優,櫃,,,,,,,,,,,,,140,2.42,,,,,
5455,昇益,櫃,,,,,,,,,,,,,11.9,4.49,,,,,
5457,宣德,櫃,,,,,,,,,,,,,31.8,2.19,,,,,
5460,同協,櫃,,,,,,,,,,,,,,1.39,,,,,
5464,霖宏,櫃,,,,,,,,,,,,,,1.32,,,,,
5465,富驊,櫃,,,,,,,,,,,,,24,2.54,,,,,
5468,凱鈺,櫃,,,,,,,,,,,,,,2.77,,,,,
5474,聰泰,櫃,,,,,,,,,,,,,23.9,3.27,,,,,
5475,德宏,櫃,,,,,,,,,,,,,,2.09,,,,,
5478,智冠,櫃,,,,,,,,,,,,,17.5,2.08,,,,,
5481,新華,櫃,,,,,,,,,,,,,,1.48,,,,,
5483,中美晶,櫃,,,,,,,,,,,,,12.2,1.88,,,,,
5487,通泰,櫃,,,,,,,,,,,,,,1.67,,,,,
5488,松普,櫃,,,,,,,,,,,,,,1.42,,,,,
5489,彩富,櫃,,,,,,,,,,,,,47.8,1.78,,,,,
5490,同亨,櫃,,,,,,,,,,,,,,2.03,,,,,
5493,三聯,櫃,,,,,,,,,,,,,13.7,1.84,,,,,
5498,凱崴,櫃,,,,,,,,,,,,,,1.16,,,,,
5508,永信建,櫃,,,,,,,,,,,,,7.81,4.3,,,,,
5511,德昌,櫃,,,,,,,,,,,,,8.3,1.21,,,,,
5512,力麒,櫃,,,,,,,,,,,,,84.6,0.56,,,,,
5514,三豐,櫃,,,,,,,,,,,,,100,1.46,,,,,
5516,雙喜,櫃,,,,,,,,,,,,,,1.77,,,,,
5520,力泰,櫃,,,,,,,,,,,,,9.38,1.91,,,,,
5523,豐謙,櫃,,,,,,,,,,,,,18.9,1.43,,,,,
5529,鉅陞,櫃,,,,,,,,,,,,,,2.61,,,,,
5530,龍巖,櫃,,,,,,,,,,,,,19.2,0.89,,,,,
5536,聖暉*,櫃,,,,,,,,,,,,,19.5,4.07,,,,,
5543,桓鼎-KY,櫃,,,,,,,,,,,,,,1.57,,,,,
5548,安倉,櫃,,,,,,,,,,,,,14.5,1.89,,,,,
5601,台聯櫃,櫃,,,,,,,,,,,,,89.8,1.69,,,,,
5603,陸海,櫃,,,,,,,,,,,,,14.9,1.44,,,,,
5604,中連,櫃,,,,,,,,,,,,,16.9,2.05,,,,,
5609,中菲行,櫃,,,,,,,,,,,,,12.6,2,,,,,
5701,劍湖山,櫃,,,,,,,,,,,,,,1.12,,,,,
5703,亞都,櫃,,,,,,,,,,,,,78.9,2.74,,,,,
5704,老爺知,櫃,,,,,,,,,,,,,16.8,2.57,,,,,
5864,致和證,櫃,,,,,,,,,,,,,5.3,0.9,,,,,
5878,台名,櫃,,,,,,,,,,,,,19.7,2.16,,,,,
5902,德記,櫃,,,,,,,,,,,,,19,3.18,,,,,
5903,全家,櫃,,,,,,,,,,,,,11.4,4.42,,,,,
5904,寶雅,櫃,,,,,,,,,,,,,18.1,7.74,,,,,
5905,南仁湖,櫃,,,,,,,,,,,,,,1.28,,,,,
6015,宏遠證,櫃,,,,,,,,,,,,,10.9,0.85,,,,,
6016,康和證,櫃,,,,,,,,,,,,,9.42,0.9,,,,,
6020,大展證,櫃,,,,,,,,,,,,,21,1.02,,,,,
6021,美好證,櫃,,,,,,,,,,,,,28,0.95,,,,,
6023,元大期,櫃,,,,,,,,,,,,,12.9,1.72,,,,,
6026,福邦證,櫃,,,,,,,,,,,,,9.08,0.9,,,,,
6101,寬魚國際,櫃,,,,,,,,,,,,,115,3.78,,,,,
6103,合邦,櫃,,,,,,,,,,,,,154,5.04,,,,,
6104,創惟,櫃,,,,,,,,,,,,,83.8,8.92,,,,,
6109,亞元,櫃,,,,,,,,,,,,,,1.2,,,,,
6111,大宇資,櫃,,,,,,,,,,,,,,3.07,,,,,
6113,亞矽,櫃,,,,,,,,,,,,,,2.07,,,,,
6114,久威,櫃,,,,,,,,,,,,,,1.17,,,,,
6118,建達,櫃,,,,,,,,,,,,,30.4,1.94,,,,,
6121,新普,櫃,,,,,,,,,,,,,14,2.03,,,,,
6122,擎邦,櫃,,,,,,,,,,,,,10.1,2.38,,,,,
6123,上奇,櫃,,,,,,,,,,,,,17.1,2.43,,,,,
6124,業強,櫃,,,,,,,,,,,,,,1.8,,,,,
6125,廣運,櫃,,,,,,,,,,,,,65.2,4.86,,,,,
6126,信音,櫃,,,,,,,,,,,,,29.3,1.09,,,,,
6127,九豪,櫃,,,,,,,,,,,,,,2.91,,,,,
6129,普誠,櫃,,,,,,,,,,,,,,1.83,,,,,
6130,上亞科技,櫃,,,,,,,,,,,,,,1.75,,,,,
6134,萬旭,櫃,,,,,,,,,,,,,,3.12,,,,,
6138,茂達,櫃,,,,,,,,,,,,,19.2,4.03,,,,,
6140,訊達,櫃,,,,,,,,,,,,,31.5,2.2,,,,,
6143,振曜,櫃,,,,,,,,,,,,,19.4,3.43,,,,,
6144,得利影,櫃,,,,,,,,,,,,,,5.03,,,,,
6146,耕興,櫃,,,,,,,,,,,,,16.3,3.86,,,,,
6147,頎邦,櫃,,,,,,,,,,,,,11.9,1,,,,,
6148,驊宏資,櫃,,,,,,,,,,,,,18.5,2.29,,,,,
6150,撼訊,櫃,,,,,,,,,,,,,,2.47,,,,,
6151,晉倫,櫃,,,,,,,,,,,,,31.3,2.64,,,,,
6154,順發,櫃,,,,,,,,,,,,,29.5,1.02,,,,,
6156,松上,櫃,,,,,,,,,,,,,19.5,1.3,,,,,
6158,禾昌,櫃,,,,,,,,,,,,,25.3,1.39,,,,,
6160,欣技,櫃,,,,,,,,,,,,,,2.22,,,,,
6161,捷波,櫃,,,,,,,,,,,,,17.4,2.23,,,,,
6163,華電網,櫃,,,,,,,,,,,,,153,1.47,,,,,
6167,久正,櫃,,,,,,,,,,,,,143,1.41,,,,,
6169,昱泉,櫃,,,,,,,,,,,,,,1.69,,,,,
6170,統振,櫃,,,,,,,,,,,,,25.1,2.77,,,,,
6171,大城地產,櫃,,,,,,,,,,,,,8.4,2.05,,,,,
6173,信昌電,櫃,,,,,,,,,,,,,18.4,1.14,,,,,
6174,安碁,櫃,,,,,,,,,,,,,48.7,2.17,,,,,
6175,立敦,櫃,,,,,,,,,,,,,15,1.7,,,,,
6179,亞通,櫃,,,,,,,,,,,,,,1.48,,,,,
6180,橘子,櫃,,,,,,,,,,,,,6.73,2.16,,,,,
6182,合晶,櫃,,,,,,,,,,,,,987,1.13,,,,,
6185,幃翔,櫃,,,,,,,,,,,,,214,1.03,,,,,
6186,新潤,櫃,,,,,,,,,,,,,15.8,3.31,,,,,
6187,萬潤,櫃,,,,,,,,,,,,,41.1,7.27,,,,,
6188,廣明,櫃,,,,,,,,,,,,,35.1,3.09,,,,,
6190,萬泰科,櫃,,,,,,,,,,,,,16.1,1.89,,,,,
6194,育富,櫃,,,,,,,,,,,,,13,0.98,,,,,
6195,詩肯,櫃,,,,,,,,,,,,,27.1,1.43,,,,,
6198,瑞築,櫃,,,,,,,,,,,,,,1.71,,,,,
6199,天品,櫃,,,,,,,,,,,,,112,8.8,,,,,
6203,海韻電,櫃,,,,,,,,,,,,,21.8,2.07,,,,,
6204,艾華,櫃,,,,,,,,,,,,,46.2,5.16,,,,,
6207,雷科,櫃,,,,,,,,,,,,,29.4,2.44,,,,,
6208,日揚,櫃,,,,,,,,,,,,,17.9,1.76,,,,,
6210,慶生,櫃,,,,,,,,,,,,,,1.68,,,,,
6212,理銘,櫃,,,,,,,,,,,,,7.68,1.84,,,,,
6217,中探針,櫃,,,,,,,,,,,,,,1.48,,,,,
6218,豪勉,櫃,,,,,,,,,,,,,,2.05,,,,,
6219,富旺,櫃,,,,,,,,,,,,,25.1,2.93,,,,,
6220,岳豐,櫃,,,,,,,,,,,,,,1.3,,,,,
6221,晉泰,櫃,,,,,,,,,,,,,23,2.35,,,,,
6222,上揚,櫃,,,,,,,,,,,,,,4.24,,,,,
6223,旺矽,櫃,,,,,,,,,,,,,44.3,9.46,,,,,
6227,茂綸,櫃,,,,,,,,,,,,,13.9,2.17,,,,,
6228,全譜,櫃,,,,,,,,,,,,,,2.95,,,,,
6229,研通,櫃,,,,,,,,,,,,,39,1.71,,,,,
6231,系微,櫃,,,,,,,,,,,,,65.6,18.5,,,,,
6233,旺玖,櫃,,,,,,,,,,,,,98.9,1.96,,,,,
6234,高僑,櫃,,,,,,,,,,,,,32.8,0.98,,,,,
6236,中湛,櫃,,,,,,,,,,,,,,7.77,,,,,
6237,驊訊,櫃,,,,,,,,,,,,,,2.5,,,,,
6240,松崗,櫃,,,,,,,,,,,,,23.6,1.18,,,,,
6241,易通展,櫃,,,,,,,,,,,,,13.5,2.01,,,,,
6242,立康,櫃,,,,,,,,,,,,,16.2,1.66,,,,,
6244,茂迪,櫃,,,,,,,,,,,,,59.4,2.19,,,,,
6245,立端,櫃,,,,,,,,,,,,,16.8,2.39,,,,,
6246,臺龍,櫃,,,,,,,,,,,,,,1.79,,,,,
6248,沛波,櫃,,,,,,,,,,,,,5.91,1.3,,,,,
6259,百徽,櫃,,,,,,,,,,,,,40.4,1.43,,,,,
6261,久元,櫃,,,,,,,,,,,,,13.7,1.25,,,,,
6263,普萊德,櫃,,,,,,,,,,,,,19.8,6.42,,,,,
6264,富裔,櫃,,,,,,,,,,,,,,1.7,,,,,
6265,方土昶,櫃,,,,,,,,,,,,,187,0.99,,,,,
6266,泰詠,櫃,,,,,,,,,,,,,15.8,2,,,,,
6270,倍微,櫃,,,,,,,,,,,,,111,0.47,,,,,
6274,台燿,櫃,,,,,,,,,,,,,20.5,3.58,,,,,
6275,元山,櫃,,,,,,,,,,,,,12.1,2.43,,,,,
6276,安鈦克,櫃,,,,,,,,,,,,,,3.57,,,,,
6279,胡連,櫃,,,,,,,,,,,,,14.2,2.65,,,,,
6284,佳邦,櫃,,,,,,,,,,,,,15.1,1.67,,,,,
6287,元隆,櫃,,,,,,,,,,,,,,19,,,,,
6290,良維,櫃,,,,,,,,,,,,,16.2,1.89,,,,,
6291,沛亨,櫃,,,,,,,,,,,,,13.6,3.07,,,,,
6292,迅德,櫃,,,,,,,,,,,,,12.5,2.2,,,,,
6294,智基,櫃,,,,,,,,,,,,,15.8,2.81,,,,,
6411,晶焱,櫃,,,,,,,,,,,,,27.3,2.05,,,,,
6417,韋僑,櫃,,,,,,,,,,,,,30.8,2.89,,,,,
6418,詠昇,櫃,,,,,,,,,,,,,21,1.37,,,,,
6419,京晨科,櫃,,,,,,,,,,,,,12.4,4.04,,,,,
6425,易發,櫃,,,,,,,,,,,,,129,4.26,,,,,
6432,今展科,櫃,,,,,,,,,,,,,32.4,1.11,,,,,
6435,大中,櫃,,,,,,,,,,,,,17.8,2.02,,,,,
6441,廣錠,櫃,,,,,,,,,,,,,,1.51,,,,,
6457,紘康,櫃,,,,,,,,,,,,,,2.76,,,,,
6461,益得,櫃,,,,,,,,,,,,,,4.33,,,,,
6462,神盾,櫃,,,,,,,,,,,,,,2.43,,,,,
6465,威潤,櫃,,,,,,,,,,,,,,2.58,,,,,
6469,大樹,櫃,,,,,,,,,,,,,32,6.51,,,,,
6470,宇智,櫃,,,,,,,,,,,,,34.8,2.06,,,,,
6482,弘煜科,櫃,,,,,,,,,,,,,24.2,3.42,,,,,
6485,點序,櫃,,,,,,,,,,,,,,1.32,,,,,
6486,互動,櫃,,,,,,,,,,,,,13,2.23,,,,,
6488,環球晶,櫃,,,,,,,,,,,,,14.2,2.14,,,,,
6492,生華科,櫃,,,,,,,,,,,,,,3.56,,,,,
6494,九齊,櫃,,,,,,,,,,,,,19.5,1.53,,,,,
6496,科懋,櫃,,,,,,,,,,,,,,1.39,,,,,
6499,益安,櫃,,,,,,,,,,,,,,2.31,,,,,
6506,雙邦,櫃,,,,,,,,,,,,,26.7,1.19,,,,,
6508,惠光,櫃,,,,,,,,,,,,,37.9,1.06,,,,,
6509,聚和,櫃,,,,,,,,,,,,,13.8,1.6,,,,,
6510,精測,櫃,,,,,,,,,,,,,145,3.87,,,,,
6512,啟發電,櫃,,,,,,,,,,,,,,1.55,,,,,
6516,勤崴國際,櫃,,,,,,,,,,,,,56.1,3.65,,,,,
6517,保勝光學,櫃,,,,,,,,,,,,,22.1,3.43,,,,,
6523,達爾膚,櫃,,,,,,,,,,,,,15.4,4.49,,,,,
6527,明達醫,櫃,,,,,,,,,,,,,19.3,2.45,,,,,
6530,創威,櫃,,,,,,,,,,,,,54.8,5.84,,,,,
6532,瑞耘,櫃,,,,,,,,,,,,,21.9,2.72,,,,,
6535,順藥,櫃,,,,,,,,,,,,,,30.6,,,,,
6538,倉和,櫃,,,,,,,,,,,,,9.98,2.01,,,,,
6542,隆中,櫃,,,,,,,,,,,,,25.2,3.51,,,,,
6546,正基,櫃,,,,,,,,,,,,,47.1,4.82,,,,,
6547,高端疫苗,櫃,,,,,,,,,,,,,,3.21,,,,,
6548,長科*,櫃,,,,,,,,,,,,,20.1,2.88,,,,,
6556,勝品,櫃,,,,,,,,,,,,,10.6,1.73,,,,,
6560,欣普羅,櫃,,,,,,,,,,,,,,1.94,,,,,
6561,是方,櫃,,,,,,,,,,,,,38.8,11,,,,,
6568,宏觀,櫃,,,,,,,,,,,,,52.9,2.68,,,,,
6569,醫揚,櫃,,,,,,,,,,,,,32.8,4.05,,,,,
6570,維田,櫃,,,,,,,,,,,,,37.5,2.36,,,,,
6574,霈方,櫃,,,,,,,,,,,,,16.6,1.97,,,,,
6576,逸達,櫃,,,,,,,,,,,,,,15,,,,,
6577,勁豐,櫃,,,,,,,,,,,,,15.9,3.86,,,,,
6578,達邦蛋白,櫃,,,,,,,,,,,,,175,1.27,,,,,
6584,南俊國際,櫃,,,,,,,,,,,,,77.8,6.11,,,,,
6588,東典光電,櫃,,,,,,,,,,,,,,2.18,,,,,
6589,台康生技,櫃,,,,,,,,,,,,,,2.93,,,,,
6590,普鴻,櫃,,,,,,,,,,,,,14.5,2.63,,,,,
6593,台灣銘板,櫃,,,,,,,,,,,,,101,2.88,,,,,
6596,寬宏藝術,櫃,,,,,,,,,,,,,9.89,2.96,,,,,
6603,富強鑫,櫃,,,,,,,,,,,,,31.5,1.14,,,,,
6609,瀧澤科,櫃,,,,,,,,,,,,,27.1,2.31,,,,,
6612,奈米醫材,櫃,,,,,,,,,,,,,78.6,3.26,,,,,
6613,朋億*,櫃,,,,,,,,,,,,,12,3.25,,,,,
6615,慧智,櫃,,,,,,,,,,,,,43.1,1.4,,,,,
6616,特昇-KY,櫃,,,,,,,,,,,,,,0.89,,,,,
6617,共信-KY,櫃,,,,,,,,,,,,,,4.28,,,,,
6624,萬年清,櫃,,,,,,,,,,,,,190,1.89,,,,,
6629,泰金-KY,櫃,,,,,,,,,,,,,14.1,3.17,,,,,
6637,醫影,櫃,,,,,,,,,,,,,17,3.02,,,,,
6640,均華,櫃,,,,,,,,,,,,,71.2,12.7,,,,,
6642,富致,櫃,,,,,,,,,,,,,23,2.61,,,,,
6643,M31,櫃,,,,,,,,,,,,,106,15.8,,,,,
6649,台生材,櫃,,,,,,,,,,,,,,2.4,,,,,
6651,全宇昕,櫃,,,,,,,,,,,,,16.1,2.8,,,,,
6654,天正國際,櫃,,,,,,,,,,,,,,1.77,,,,,
6661,威健生技,櫃,,,,,,,,,,,,,,1.92,,,,,
6662,樂斯科,櫃,,,,,,,,,,,,,21.4,2.04,,,,,
6664,群翊,櫃,,,,,,,,,,,,,19.1,4.54,,,,,
6667,信紘科,櫃,,,,,,,,,,,,,23,5.07,,,,,
6679,鈺太,櫃,,,,,,,,,,,,,40.5,3.4,,,,,
6680,鑫創電子,櫃,,,,,,,,,,,,,36.6,4.01,,,,,
6683,雍智科技,櫃,,,,,,,,,,,,,22.6,3.96,,,,,
6684,安格,櫃,,,,,,,,,,,,,,1.79,,,,,
6690,安碁資訊,櫃,,,,,,,,,,,,,22.8,3.68,,,,,
6692,進能服,櫃,,,,,,,,,,,,,,2.29,,,,,
6693,廣閎科,櫃,,,,,,,,,,,,,47.5,3.37,,,,,
6697,東捷資訊,櫃,,,,,,,,,,,,,18.9,2.31,,,,,
6703,軒郁,櫃,,,,,,,,,,,,,13.6,3.96,,,,,
6708,天擎,櫃,,,,,,,,,,,,,,3.32,,,,,
6712,長聖,櫃,,,,,,,,,,,,,56.3,9.08,,,,,
6716,應廣,櫃,,,,,,,,,,,,,18.2,3.31,,,,,
6720,久昌,櫃,,,,,,,,,,,,,30.6,9.4,,,,,
6721,信實,櫃,,,,,,,,,,,,,13.1,2.15,,,,,
6727,亞泰金屬,櫃,,,,,,,,,,,,,16.3,1.81,,,,,
6728,上洋,櫃,,,,,,,,,,,,,10.6,2.01,,,,,
6732,昇佳電子,櫃,,,,,,,,,,,,,23.5,3.48,,,,,
6733,博晟生醫,櫃,,,,,,,,,,,,,,4.99,,,,,
6735,美達科技,櫃,,,,,,,,,,,,,26.5,2.78,,,,,
6739,竹陞科技,櫃,,,,,,,,,,,,,39.8,6.41,,,,,
6741,91APP*-KY,櫃,,,,,,,,,,,,,23.8,3.49,,,,,
6747,亨泰光,櫃,,,,,,,,,,,,,25.7,2.81,,,,,
6751,智聯服務,櫃,,,,,,,,,,,,,68.3,1.66,,,,,
6752,叡揚,櫃,,,,,,,,,,,,,20.3,3.86,,,,,
